pairID,sentence1,sentence2,gold_label,pos-pos,pos-neg,neg-pos,neg-neg,act-act,act-pas,pas-act,pas-pas,sentence-TT,sentence-TF,sentence-FT,sentence-FF,noun_chunks_=,noun_chunks_<,noun_chunks_>,word_count_=,word_count_<,word_count_>,quantifiers-TT,quantifiers-TF,quantifiers-FT,quantifiers-FF
3827316480.jpg#0r1c,"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground.",A boy runs into a wall,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
3827316480.jpg#0r1e,"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground.",A tan girl runs leans over an object,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
3827316480.jpg#0r1n,"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground.",A man watches his daughter leap,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2946464027.jpg#0r1n,A young family enjoys feeling ocean waves lap at their feet.,A young man and woman take their child to the beach for the first time.,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
2946464027.jpg#0r1c,A young family enjoys feeling ocean waves lap at their feet.,A family is out at a restaurant.,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2946464027.jpg#0r1e,A young family enjoys feeling ocean waves lap at their feet.,A family is at the beach.,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
3572548523.jpg#4r1e,A couple walk hand in hand down a street.,A couple is walking together.,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
3572548523.jpg#4r1n,A couple walk hand in hand down a street.,The couple is married.,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
3572548523.jpg#4r1c,A couple walk hand in hand down a street.,A couple is sitting on a bench.,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
4460943467.jpg#0r1c,3 young man in hoods standing in the middle of a quiet street facing the camera.,Three people sit by a busy street bareheaded.,contradiction,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
4460943467.jpg#0r1n,3 young man in hoods standing in the middle of a quiet street facing the camera.,Three hood wearing people pose for a picture.,entailment,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
4460943467.jpg#0r1e,3 young man in hoods standing in the middle of a quiet street facing the camera.,Three hood wearing people stand in a street.,entailment,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
2096485764.jpg#0r1e,A man reads the paper in a bar with green lighting.,The man is inside.,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2096485764.jpg#0r1n,A man reads the paper in a bar with green lighting.,The man is reading the sportspage.,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2096485764.jpg#0r1c,A man reads the paper in a bar with green lighting.,The man is climbing a mountain.,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
4679111230.jpg#2r1n,Three firefighter come out of subway station.,Three firefighters putting out a fire inside of a subway station.,neutral,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
4679111230.jpg#2r1e,Three firefighter come out of subway station.,Three firefighters coming up from a subway station.,entailment,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
4679111230.jpg#2r1c,Three firefighter come out of subway station.,Three firefighters playing cards inside a fire station.,contradiction,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
2892843393.jpg#1r1e,"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.",A person is near a pile of coconuts.,entailment,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
2892843393.jpg#1r1n,"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.",A person is selling coconuts.,neutral,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
2892843393.jpg#1r1c,"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.",A person is burning a straw hat.,contradiction,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
4923271886.jpg#2r1c,Male in a blue jacket decides to lay in the grass.,The guy in yellow is rolling on the grass,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
4923271886.jpg#2r1e,Male in a blue jacket decides to lay in the grass.,The guy wearing a blue jacket is laying on the green grass,entailment,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
4923271886.jpg#2r1n,Male in a blue jacket decides to lay in the grass.,The guy wearing a blue jacket is laying on the green grass taking a nap.,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
2972268289.jpg#4r1n,During calf roping a cowboy calls off his horse.,A first time roper falls off his horse.,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2972268289.jpg#4r1c,During calf roping a cowboy calls off his horse.,A man ropes a calf successfully.,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
4770171876.jpg#0r1e,A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment.,A boy is on a playground.,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
4770171876.jpg#0r1n,A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment.,The boy is playing on the swings after school.,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
4770171876.jpg#0r1c,A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment.,The boy is sitting on the school bus on his way home.,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
351765604.jpg#0r1n,A woman wearing a ball cap squats down to touch the cracked earth.,An archeologist wearing a hat squats to examine the site for a dig,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
351765604.jpg#0r1e,A woman wearing a ball cap squats down to touch the cracked earth.,A squatting woman wearing a hat touching the ground.,entailment,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
351765604.jpg#0r1c,A woman wearing a ball cap squats down to touch the cracked earth.,A woman wearing a sun bonnet planting a garden.,contradiction,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
847782643.jpg#0r1n,Two children re laying on a rug with some wooden bricks laid out in a square between them.,Two children are building a brick furnace.,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
847782643.jpg#0r1c,Two children re laying on a rug with some wooden bricks laid out in a square between them.,Two children are playing catch at a park.,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
847782643.jpg#0r1e,Two children re laying on a rug with some wooden bricks laid out in a square between them.,Two children are on a rug.,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
3020218156.jpg#2r1e,A man standing in front of a building on the phone as two men to the side pain on the side.,a guy near a building stands by two other men,entailment,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
3020218156.jpg#2r1c,A man standing in front of a building on the phone as two men to the side pain on the side.,two girls walk through a hall,contradiction,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
3020218156.jpg#2r1n,A man standing in front of a building on the phone as two men to the side pain on the side.,a busy man stands with bodyguards,neutral,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
3036382555.jpg#0r1e,"The two young girls are dressed as fairies, and are playing in the leaves outdoors.",Girls are playing outdoors.,entailment,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
3036382555.jpg#0r1c,"The two young girls are dressed as fairies, and are playing in the leaves outdoors.",Two girls play dress up indoors.,contradiction,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
3036382555.jpg#0r1n,"The two young girls are dressed as fairies, and are playing in the leaves outdoors.",The two girls play in the Autumn.,neutral,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
407008823.jpg#3r1n,People jump over a mountain crevasse on a rope.,Some people look visually afraid to jump.,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
407008823.jpg#3r1e,People jump over a mountain crevasse on a rope.,People are jumping outside.,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
407008823.jpg#3r1c,People jump over a mountain crevasse on a rope.,People slide over a mountain crevasse on a slide.,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
3364026240.jpg#3r1e,A snowboarder on a wide plain of snow,A snow field with a snowboarder on it,entailment,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True
3364026240.jpg#3r1n,A snowboarder on a wide plain of snow,A snowboarder gliding over a field of snow,neutral,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True
3364026240.jpg#3r1c,A snowboarder on a wide plain of snow,A snowmobile in a blizzard,neutral,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
3437522515.jpg#3r1c,An older women tending to a garden.,The lady is cooking dinner,contradiction,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
3437522515.jpg#3r1n,An older women tending to a garden.,The lady is weeding her garden,neutral,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
3437522515.jpg#3r1e,An older women tending to a garden.,The lady has a garden,entailment,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
2936881937.jpg#4r1c,A man in a black shirt overlooking bike maintenance.,A man destroys a bike.,contradiction,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
2936881937.jpg#4r1e,A man in a black shirt overlooking bike maintenance.,A man watches bike repairs.,entailment,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
2936881937.jpg#4r1n,A man in a black shirt overlooking bike maintenance.,A man learns bike maintenance.,neutral,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
2936881937.jpg#2r1c,A man in a black shirt is looking at a bike in a workshop.,A man is wearing a red shirt,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2936881937.jpg#2r1e,A man in a black shirt is looking at a bike in a workshop.,A man is in a black shirt,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2936881937.jpg#2r1n,A man in a black shirt is looking at a bike in a workshop.,A man is deciding which bike to buy,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2936881937.jpg#0r1n,A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.,A person is in a garage.,entailment,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
2936881937.jpg#0r1e,A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.,A man repairs bicycles.,entailment,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
2936881937.jpg#0r1c,A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.,A man waits outside a garage.,contradiction,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
4499295511.jpg#0r1n,"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.",Some people stand around.,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
4499295511.jpg#0r1c,"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.",People run together.,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
4499295511.jpg#0r1e,"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.",People wait at a station.,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2876232980.jpg#0r1e,A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.,A child wearing a red top is standing behind a blond headed child,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2876232980.jpg#0r1c,A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.,A child wearing a red top is standing on top of a blond headed child,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
2876232980.jpg#0r1n,A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.,A child wearing a red top is standing behind a pretty blond headed child,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2508019949.jpg#0r1c,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.",A lady sitting on a bench in the park.,contradiction,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
2508019949.jpg#0r1n,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.",An old lady pushing a stroller down a busy street.,neutral,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
2508019949.jpg#0r1e,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.",A person outside pushing a stroller.,entailment,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
3338217927.jpg#2r1n,A dog jumping for a Frisbee in the snow.,A pet is enjoying a game of fetch with his owner.,neutral,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
3338217927.jpg#2r1c,A dog jumping for a Frisbee in the snow.,A cat washes his face and whiskers with his front paw.,contradiction,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
3338217927.jpg#2r1e,A dog jumping for a Frisbee in the snow.,"An animal is outside in the cold weather, playing with a plastic toy.",entailment,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
264460711.jpg#2r1n,People are conversing at a dining table under a canopy.,People at a party are seated for dinner on the lawn.,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
264460711.jpg#2r1e,People are conversing at a dining table under a canopy.,People are talking underneath a covering.,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
264460711.jpg#2r1c,People are conversing at a dining table under a canopy.,People are screaming at a boxing match.,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
6082587848.jpg#1r1c,A girl playing a violin along with a group of people,A girl is washing a load of laundry.,contradiction,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
6082587848.jpg#1r1e,A girl playing a violin along with a group of people,A girl is playing an instrument.,entailment,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
6082587848.jpg#1r1n,A girl playing a violin along with a group of people,A group of people are playing in a symphony.,neutral,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
6082587848.jpg#3r1n,A woman within an orchestra is playing a violin.,A woman is playing a concert.,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
6082587848.jpg#3r1e,A woman within an orchestra is playing a violin.,A woman is playing the violin.,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
6082587848.jpg#3r1c,A woman within an orchestra is playing a violin.,A man is looking in a telescope.,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
6979303317.jpg#0r1n,"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera.",three men going to work,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
6979303317.jpg#0r1e,"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera.",three men look at the camera,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
6979303317.jpg#0r1c,"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera.",three men sleeping in a tent,contradiction,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
4114589329.jpg#0r1e,A Ford car is making a right turn as 3 males are walking across the street behind the car.,A car making a right turn had three pedestrians cross behind it.,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
4114589329.jpg#0r1n,A Ford car is making a right turn as 3 males are walking across the street behind the car.,A sedan was turning a corner as walkers were crossing.,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
4114589329.jpg#2r1e,Three boys in white shirts are walking behind an older model Ford car.,there are three boys,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
4114589329.jpg#2r1c,Three boys in white shirts are walking behind an older model Ford car.,There are three girls,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
4114589329.jpg#2r1n,Three boys in white shirts are walking behind an older model Ford car.,The boys are on the street,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2147876139.jpg#4r1n,Three girls blow out the candles of a cake made of Peeps.,Some people are blowing out candles,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
2147876139.jpg#4r1e,Three girls blow out the candles of a cake made of Peeps.,There are three girls and a cake,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2147876139.jpg#4r1c,Three girls blow out the candles of a cake made of Peeps.,There are peeps in the garden.,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2622986361.jpg#2r1n,A crowd of people looking up at 3 people on the edge of the roof of a building.,The crowd is calling for help for the people on the roof.,neutral,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
2622986361.jpg#2r1e,A crowd of people looking up at 3 people on the edge of the roof of a building.,The crowd on the ground is watching 3 people on the roof's edge.,entailment,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
2622986361.jpg#2r1c,A crowd of people looking up at 3 people on the edge of the roof of a building.,Three people are climbing down the ladder on the building.,contradiction,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
4963234016.jpg#4r1n,A woman working long hours.,A woman is working in a factory.,neutral,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
4963234016.jpg#4r1e,A woman working long hours.,A woman is working.,entailment,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
4963234016.jpg#4r1c,A woman working long hours.,A woman is sleeping.,contradiction,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
3661659196.jpg#3r1c,Two teenage girls conversing next to lockers.,Girls talking next to the toilet.,contradiction,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True
3661659196.jpg#3r1e,Two teenage girls conversing next to lockers.,People talking next to lockers.,entailment,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True
3661659196.jpg#3r1n,Two teenage girls conversing next to lockers.,Girls talking about their problems next to lockers.,neutral,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
4926115712.jpg#1r1n,An old woman watches a man look down at some balls on the ground.,An elderly female is stalking a male.,neutral,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
4926115712.jpg#1r1c,An old woman watches a man look down at some balls on the ground.,Two people are sleeping on the train.,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
4512171349.jpg#2r1n,"Two children, both wearing tan coats, are embracing one another.",Two kids are hugging after surviving a horrible car wreck.,neutral,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
4512171349.jpg#2r1e,"Two children, both wearing tan coats, are embracing one another.",Two kids are hugging.,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
4512171349.jpg#2r1c,"Two children, both wearing tan coats, are embracing one another.",Two kids are running down a highway.,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
4512171349.jpg#1r1n,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other.,A couple of child relatives were hugging because they were happy to see each other.,neutral,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
4512171349.jpg#1r1e,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other.,Two kids were hugging.,entailment,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
4512171349.jpg#1r1c,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other.,Two youths were pushing each other.,contradiction,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
4801146545.jpg#2r1c,A large number of people wearing only white and red are walking on a street.,A large number of people wearing black walking down the street.,contradiction,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
4801146545.jpg#2r1n,A large number of people wearing only white and red are walking on a street.,A large number of men walking down the street in red and white.,neutral,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
4801146545.jpg#2r1e,A large number of people wearing only white and red are walking on a street.,A large number of people walking on a street.,entailment,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
7591663030.jpg#4r1n,A guy riding a motorcycle near junk cars,The man is test driving a motorcycle to decide whether or not he will buy it.,neutral,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
7591663030.jpg#4r1e,A guy riding a motorcycle near junk cars,A man is riding a motorcycle.,entailment,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
7591663030.jpg#4r1c,A guy riding a motorcycle near junk cars,A man is sitting on a parked motorcycle waiting for his friend.,contradiction,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
5389902618.jpg#2r1e,"Women of India performing with blue streamers, in beautiful blue costumes.",indian women perform together in gorgeous costumes,entailment,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
